"x","y"
0,2.74191689429334
0.126933036508679,5.20022633589529
0.253866073017357,13.2836561817286
0.380799109526036,19.8488479929385
0.507732146034714,25.1183734513054
0.634665182543393,29.4331474205491
0.761598219052071,37.5269945689835
0.88853125556075,38.6180051377616
1.01546429206943,46.5231189252298
1.14239732857811,45.3561715696211
1.26933036508679,50.3548513806507
1.39626340159546,53.8136784360126
1.52319643810414,47.1656455569257
1.65012947461282,49.2851612639624
1.7770625111215,48.6734796379516
1.90399554763018,48.5219417318736
2.03092858413886,44.2311828717346
2.15786162064753,36.315581889929
2.28479465715621,32.9065448605619
2.41172769366489,35.978676717275
2.53866073017357,27.7397160049816
2.66559376668225,19.3487092184105
2.79252680319093,16.7571724547642
2.91945983969961,13.4448760376722
3.04639287620828,8.54318908773905
3.17332591271696,-2.44733493811579
3.30025894922564,-8.41460856420536
3.42719198573432,-17.6129540124611
3.554125022243,-19.1263320606681
3.68105805875168,-26.9638593305906
3.80799109526036,-29.9970490645478
3.93492413176903,-34.2250338944855
4.06185716827771,-37.7178849826018
4.18879020478639,-44.5191229400364
4.31572324129507,-45.1078044586331
4.44265627780375,-51.6261252861438
4.56958931431243,-51.0599901108056
4.69652235082111,-51.6955215720468
4.82345538732978,-54.520338522956
4.95038842383846,-48.5183332023926
5.07732146034714,-46.2953958128548
5.20425449685582,-44.7947827694764
5.3311875333645,-39.2124711311178
5.45812056987318,-38.1829950870298
5.58505360638185,-34.8759425731656
5.71198664289053,-26.1664048210024
5.83891967939921,-23.1125319568319
5.96585271590789,-12.7134697614818
6.09278575241657,-10.3254546232472
6.21971878892525,-1.85990021602381
6.34665182543393,3.81504651323614
6.4735848619426,7.89488433625976
6.60051789845128,18.7531273245083
6.72745093495996,22.7755442158932
6.85438397146864,27.2115621659791
6.98131700797732,32.6924819789099
7.108250044486,38.0881630649872
7.23518308099468,40.9084633756749
7.36211611750335,38.0864880060732
7.48904915401203,47.2771589203167
7.61598219052071,47.8561091306951
7.74291522702939,50.0623843527939
7.86984826353807,51.1573538384248
7.99678130004675,52.290545748632
8.12371433655542,46.7375238090482
8.2506473730641,48.7227999693174
8.37758040957278,43.9729664287261
8.50451344608146,41.8651042239368
8.63144648259014,37.4761657055244
8.75837951909882,32.349705636764
8.8853125556075,23.5976317015346
9.01224559211617,19.8661539971093
9.13917862862485,15.3336641660706
9.26611166513353,5.99302308312284
9.39304470164221,0.500739045755637
9.51997773815089,-3.59080916984578
9.64691077465957,-9.47916916365784
9.77384381116824,-16.1734719892031
9.90077684767692,-24.6828786811899
10.0277098841856,-30.5525549904342
10.1546429206943,-30.3130360062047
10.281575957203,-37.2716358426489
10.4085089937116,-41.4516122734194
10.5354420302203,-45.041481789645
10.662375066729,-49.6386987260545
10.7893081032377,-47.7161285146582
10.9162411397464,-50.2770184890902
11.043174176255,-50.3088803718142
11.1701072127637,-47.3736949934681
11.2970402492724,-46.1015658511872
11.4239732857811,-42.6973670158574
11.5509063222897,-43.4386193435851
11.6778393587984,-37.5066260931353
11.8047723953071,-31.7217296613256
11.9317054318158,-31.8669742116278
12.0586384683245,-26.0314219787791
12.1855715048331,-20.8466001447239
12.3125045413418,-15.4758273580587
12.4394375778505,-6.16965757220514
12.5663706143592,1.30640867929836
